CHEBI_10607,n-propyl gallate
NCBITaxon_37710,Lepas anatifera
NCBITaxon_156091,Eriphia
NCBITaxon_89951,Merluccius polli
NCBITaxon_170817,Dalatias licha
NCBITaxon_155067,Vimba vimba
NCBITaxon_6775,Geryonidae
NCBITaxon_4294,Aquifoliaceae
NCBITaxon_4505,Coix lacryma-jobi
NCBITaxon_161926,Melicertus plebejus
NCBITaxon_66670,Bixaceae
NCBITaxon_8917,Scolopacidae
NCBITaxon_30851,Malacanthidae
NCBITaxon_875777,Harengula thrissina
NCBITaxon_48193,Mugil cephalus
NCBITaxon_288641,Metanephrops armatus
NCBITaxon_120427,Ensis ensis
NCBITaxon_85428,Zosterisessor ophiocephalus
NCBITaxon_1293361,Cenchrinae
NCBITaxon_117798,Aloe ferox
NCBITaxon_6615,Loliginidae
NCBITaxon_4235,Lactuca
NCBITaxon_59496,Rubus parviflorus
NCBITaxon_3524,Caryophyllales
NCBITaxon_38527,Abramis brama
NCBITaxon_117781,Apium graveolens Dulce Group
NCBITaxon_6631,Nototodarus gouldi
NCBITaxon_3928,Lythraceae
NCBITaxon_911341,Heliantheae alliance
NCBITaxon_239368,Engraulis mordax
NCBITaxon_6757,Portunidae
NCBITaxon_334903,Argyrosomus hololepidotus
NCBITaxon_84620,Ammodytes
NCBITaxon_316130,Centrolophus niger
NCBITaxon_9606,Homo sapiens
NCBITaxon_subkingdom,subkingdom
NCBITaxon_245824,Valerianella eriocarpa
NCBITaxon_103480,Castanea crenata
NCBITaxon_59688,Sardinops ocellatus
NCBITaxon_300208,Canarium album
NCBITaxon_52904,Scophthalmus maximus
NCBITaxon_3481,Cannabaceae
NCBITaxon_301453,Capparaceae
NCBITaxon_497147,Scomberesox saurus saurus
NCBITaxon_162300,Epinephelus malabaricus
NCBITaxon_77594,Gobius cobitis
NCBITaxon_1307796,Chenopodioideae
NCBITaxon_490596,Metanephrops sinensis
NCBITaxon_29140,Gonorynchiformes
NCBITaxon_314147,Glires
NCBITaxon_185735,Arctogadus glacialis
NCBITaxon_7906,Acipenser ruthenus
NCBITaxon_241364,Odax pullus
NCBITaxon_55153,Sciuridae
NCBITaxon_8220,Gobiidae
NCBITaxon_8852,Branta
NCBITaxon_557010,Melicoccus bijugatus
NCBITaxon_6547,Mytilidae
NCBITaxon_241789,Scandiceae
NCBITaxon_349641,Plectorhinchus
NCBITaxon_184215,Ammodytes americanus
NCBITaxon_44685,Panax japonicus
NCBITaxon_6755,Cancer pagurus
NCBITaxon_162743,Dialium guineense
NCBITaxon_179357,Alectis
NCBITaxon_8254,Paralichthys
NCBITaxon_107322,Coregonus peled
NCBITaxon_4577,Zea mays
NCBITaxon_107257,Chaceon
NCBITaxon_85427,Zosterisessor
NCBITaxon_7797,Squalus acanthias
NCBITaxon_92050,Macruronus magellanicus
NCBITaxon_183657,Urophycis tenuis
NCBITaxon_271941,Trachurus declivis
NCBITaxon_768495,Genypterus maculatus
NCBITaxon_23672,Sapindaceae
NCBITaxon_33636,Laminariaceae
NCBITaxon_78525,Argopecten gibbus
NCBITaxon_181394,Ophidiinae
NCBITaxon_29154,Micropogonias undulatus
NCBITaxon_19205,Lepidium
NCBITaxon_301862,Annona reticulata
NCBITaxon_88661,Berycidae
NCBITaxon_108881,Theobroma grandiflorum
NCBITaxon_4233,Helianthus tuberosus
NCBITaxon_218797,Lutjanus malabaricus
NCBITaxon_13678,Scomberomorus
NCBITaxon_112863,Lycium barbarum
NCBITaxon_58024,Spermatophyta
NCBITaxon_4613,Bromeliaceae
NCBITaxon_57576,Hedysarum alpinum
NCBITaxon_parvorder,parvorder
NCBITaxon_372321,Patagioenas fasciata
NCBITaxon_4136,Lamiaceae
NCBITaxon_182853,Raja miraletus
NCBITaxon_3498,Morus alba
NCBITaxon_111784,Reinhardtius hippoglossoides
NCBITaxon_195624,Limanda aspera
NCBITaxon_193309,Pyracantha coccinea
NCBITaxon_451864,Dikarya
NCBITaxon_215440,Nototodarus sloanii
NCBITaxon_714659,Cetengraulis mysticetus
NCBITaxon_7946,Muraenesox cinereus
NCBITaxon_75100,Rubus ursinus
NCBITaxon_348707,Coregonus nasus
NCBITaxon_186622,Acipenseroidei
NCBITaxon_28700,Fratercula
NCBITaxon_303741,Sphoeroides spengleri
NCBITaxon_7864,Chimaeriformes
NCBITaxon_3525,Phytolaccaceae
NCBITaxon_29142,Chanidae
NCBITaxon_8040,Salvelinus namaycush
NCBITaxon_8793,Rheidae
NCBITaxon_4054,Panax ginseng
NCBITaxon_7849,Lamna nasus
NCBITaxon_4932,Saccharomyces cerevisiae
NCBITaxon_52619,Chondrostoma nasus
NCBITaxon_29960,Fenneropenaeus indicus
NCBITaxon_6712,Astacidea
NCBITaxon_458363,Pediomelum esculentum
NCBITaxon_78064,Cetraria islandica
NCBITaxon_1432686,Decapoda sp. BOLD:AAE2717
NCBITaxon_4637,Musaceae
NCBITaxon_61716,Hapalochlaena maculosa
NCBITaxon_61359,Hiatellidae
NCBITaxon_147538,Pezizomycotina
NCBITaxon_38851,Gentiana lutea
NCBITaxon_13574,Istiophorus
NCBITaxon_13427,Cichorium intybus
NCBITaxon_191678,Lophius budegassa
NCBITaxon_314293,Simiiformes
NCBITaxon_127826,Trachurus trecae
NCBITaxon_283033,Sander
NCBITaxon_238744,Menidia menidia
NCBITaxon_59296,Stenodus leucichthys
NCBITaxon_278734,Menticirrhus americanus
NCBITaxon_40505,Lutjanus campechanus
NCBITaxon_223860,Raja radula
NCBITaxon_1276502,Paralichthys woolmani
NCBITaxon_227725,Solanum quitoense
NCBITaxon_27588,Raja montagui
NCBITaxon_170825,Squatina californica
NCBITaxon_630654,Coelorinchus aspercephalus
NCBITaxon_1549675,Galloanserae
NCBITaxon#_taxonomic_rank,taxonomic rank
NCBITaxon_721813,Maleae
NCBITaxon_47308,Neogobius melanostomus
NCBITaxon_80338,Spondias mombin
NCBITaxon_6756,Cancer irroratus
NCBITaxon_48399,Crocodylus acutus
NCBITaxon_4270,Byrsonima crassifolia
NCBITaxon_8071,Lophiidae
NCBITaxon_38010,Lepadidae
NCBITaxon_34869,Rupicapra rupicapra
NCBITaxon_8492,Archosauria
NCBITaxon_3503,Fagaceae
NCBITaxon_59757,Metanephrops mozambicus
NCBITaxon_13225,Pomatoschistus minutus
NCBITaxon_9526,Catarrhini
NCBITaxon_241778,Apioideae
NCBITaxon_147366,Bambusoideae
NCBITaxon_8267,Hippoglossus hippoglossus
NCBITaxon_206147,Pentanemus quinquarius
NCBITaxon_700652,Mugil trichodon
NCBITaxon_7962,Cyprinus carpio
NCBITaxon_92921,Silybum marianum
NCBITaxon_59166,Valerianella locusta
NCBITaxon_3931,Myrtaceae
NCBITaxon_59687,Sardinops neopilchardus
NCBITaxon_7940,Anguilla australis
NCBITaxon_9647,Procyonidae
NCBITaxon_7624,Echinozoa
NCBITaxon_1110386,Rumiceae
NCBITaxon_33090,Viridiplantae
NCBITaxon_335011,Etmopterus
NCBITaxon_49212,Salvia hispanica
NCBITaxon_1489830,Aulopoidei
NCBITaxon_549588,Lophius vomerinus
NCBITaxon_348445,Molva macrophthalma
NCBITaxon_34815,Morone
NCBITaxon_8235,Thunnus alalunga
NCBITaxon_58220,Decapterus maruadsi
NCBITaxon_9791,Equus zebra
NCBITaxon_134615,Alepocephalidae
NCBITaxon_3501,Urtica dioica
NCBITaxon_4053,Panax
NCBITaxon_1286125,Gymnachirus melas
NCBITaxon_7949,Clupea
NCBITaxon_307936,Pachygrapsus crassipes
NCBITaxon_310915,Pangasianodon hypophthalmus
NCBITaxon_93297,Metroxylon sagu
NCBITaxon_183656,Urophycis chuss
NCBITaxon_75943,Lactuca serriola
NCBITaxon_4447,Liliopsida
NCBITaxon_80365,Laminaria digitata
NCBITaxon_3755,Prunus dulcis
NCBITaxon_75085,Rubus phoenicolasius
NCBITaxon_179535,Epinephelus marginatus
NCBITaxon_1174713,Acacia cf. aneura 'Pilbara'
NCBITaxon_6744,Paguroidea
NCBITaxon_9644,Ursus arctos
NCBITaxon_160721,Epinephelus itajara
NCBITaxon_50417,Mimachlamys varia
NCBITaxon_99345,Scomberomorus regalis
NCBITaxon_83393,Coelorinchus
NCBITaxon_66911,Ameiurus catus
NCBITaxon_8193,Zoarcidae
NCBITaxon_150433,Panulirus penicillatus
NCBITaxon_7826,Scyliorhinidae
NCBITaxon_1203428,Rhombosolea plebeia
NCBITaxon_27292,Saccharomyces pastorianus
NCBITaxon_40151,Monodon monoceros
NCBITaxon_97160,Latridopsis ciliaris
NCBITaxon_8255,Paralichthys olivaceus
NCBITaxon_283210,Malus pumila
NCBITaxon_7813,Mustelus antarcticus
NCBITaxon_13106,Lepomis macrochirus
NCBITaxon_376648,Sphyrnidae
NCBITaxon_119374,Haemulon
NCBITaxon_7902,Acipenser gueldenstaedtii
NCBITaxon_183655,Urophycis
NCBITaxon_72171,Ziziphus
NCBITaxon_1489907,Carangiformes
NCBITaxon_461499,Atherinopsidae
NCBITaxon_59761,Panulirus longipes
NCBITaxon_47757,Adrianichthyidae
NCBITaxon_195335,Sphyrna zygaena
NCBITaxon_9685,Felis catus
NCBITaxon_3118,Ulva
NCBITaxon_31009,Clariidae
NCBITaxon_9615,Canis lupus familiaris
NCBITaxon_35875,Allium fistulosum
NCBITaxon_76912,Zea mays subsp. parviglumis
NCBITaxon_59011,Typha angustifolia
NCBITaxon_365581,Pangasius sanitwongsei
NCBITaxon_2763,Rhodophyta
NCBITaxon_1527200,Beta vulgaris subsp. cicla
NCBITaxon_72430,Cambarinae
NCBITaxon_190548,Vaccinium uliginosum
NCBITaxon_163122,Centrolophidae
NCBITaxon_30521,Bos grunniens
NCBITaxon_8400,Rana catesbeiana
NCBITaxon_163735,Phaseoleae
NCBITaxon_superorder,superorder
NCBITaxon_243926,Bagre marinus
NCBITaxon_8797,Rhea americana
NCBITaxon_3655,Cucumis
NCBITaxon_8076,Cyprinodontidae
NCBITaxon_79574,Lecythis
NCBITaxon_64465,Melicertus canaliculatus
NCBITaxon_6764,Gecarcinidae
NCBITaxon_6639,Eledone
NCBITaxon_248138,Scomberomorus semifasciatus
NCBITaxon_4222,Carthamus tinctorius
NCBITaxon_435239,Valamugil
NCBITaxon_397964,Pandalopsis dispar
NCBITaxon_183220,Abelmoschus manihot
NCBITaxon_499858,Thyrsites atun
NCBITaxon_360518,Metanephrops rubellus
NCBITaxon_4118,Convolvulaceae
NCBITaxon_8561,Gekkonidae
NCBITaxon_224707,Brevoortia patronus
NCBITaxon_9263,Metatheria
NCBITaxon_29727,Eruca vesicaria subsp. sativa
NCBITaxon_1977918,Sapindoideae
NCBITaxon_96776,Trachichthyidae
NCBITaxon_29760,Vitis vinifera
NCBITaxon_66912,Ameiurus natalis
NCBITaxon_232378,Proteales
NCBITaxon_134617,Alepocephalus
NCBITaxon_37643,Crassostrea rhizophorae
NCBITaxon_69291,Gasterosteidae
NCBITaxon_68455,Crocodylus siamensis
NCBITaxon_44596,Arca
NCBITaxon_16718,Juglans
NCBITaxon_429256,Carissa spinarum
NCBITaxon_174393,Lithodes maja
NCBITaxon#_species_group,species group
NCBITaxon_8113,Cichlidae
NCBITaxon_259702,Atractoscion
NCBITaxon_3764,Rosa
NCBITaxon_98815,Dentex maroccanus
NCBITaxon_53922,Senna
NCBITaxon_23066,Grossulariaceae
NCBITaxon_59946,Rexea solandri
NCBITaxon_34272,Atriplex hortensis
NCBITaxon_9874,Odocoileus virginianus
NCBITaxon_30993,Pangasianodon gigas
NCBITaxon_47969,Oreochromis aureus
NCBITaxon_7868,Callorhinchus milii
NCBITaxon_6690,Farfantepenaeus aztecus
NCBITaxon_6818,Euphausia
NCBITaxon_41768,Ranunculales
NCBITaxon_1648004,Bambusinae
NCBITaxon_30862,Pomacanthidae
NCBITaxon_1158980,Mobulinae
NCBITaxon_117915,Oxynotidae
NCBITaxon_115588,Galatheoidea
NCBITaxon_6675,Cirripedia
NCBITaxon_32247,Rubus idaeus
NCBITaxon_549391,Alloteuthis media
NCBITaxon_224705,Harengula jaguana
NCBITaxon_482916,Sphoeroides maculatus
NCBITaxon_30992,Pangasianodon
NCBITaxon_40830,Barbus barbus
NCBITaxon_1111464,Moolgarda engeli
NCBITaxon_8915,Larus fuscus
NCBITaxon_72087,Sebastes miniatus
NCBITaxon_36184,Thymallus
NCBITaxon_49743,Taraxacum
NCBITaxon_39089,Phoca groenlandica
NCBITaxon_7913,Polyodon spathula
NCBITaxon_9031,Gallus gallus
NCBITaxon_1489875,Gobiaria
NCBITaxon_414735,Citrus limetta
NCBITaxon_91836,malvids
NCBITaxon_1489905,Carangiaria incertae sedis
NCBITaxon_173078,Arca zebra
NCBITaxon_384378,Rastrelliger faughni
NCBITaxon_198234,Palinurus gilchristi
NCBITaxon_148607,Arctoscopus japonicus
NCBITaxon_79772,Verbena officinalis
NCBITaxon_98082,Crangon
NCBITaxon_94936,Strongylura
NCBITaxon_504414,Eriphia gonagra
NCBITaxon_6645,Octopus vulgaris
NCBITaxon_372802,Scomberomorus koreanus
NCBITaxon_71412,Fenneropenaeus merguiensis
NCBITaxon_7713,Ascidiacea
NCBITaxon_2806,Florideophyceae
NCBITaxon_196071,Sardinella aurita
NCBITaxon_241162,Dinocardium robustum
NCBITaxon_1176516,Rosoideae unplaced
NCBITaxon_101015,Fragaria virginiana
NCBITaxon_30962,Oncorhynchus clarkii
NCBITaxon_30948,Soleidae
NCBITaxon_195632,Platichthys stellatus
NCBITaxon_4555,Setaria italica
NCBITaxon_72045,Syngnathidae
NCBITaxon_phylum,phylum
NCBITaxon_118175,Nettastomatidae
NCBITaxon_146144,Decapterus russelli
NCBITaxon_41711,Osmeriformes
NCBITaxon_52902,Scophthalmidae
NCBITaxon_7908,Acipenser medirostris
NCBITaxon_526620,Peltorhamphus novaezeelandiae
NCBITaxon_119203,Selachii
NCBITaxon_411572,Anchoa hepsetus
NCBITaxon_87785,Atherina boyeri
NCBITaxon_40255,Modiolus
NCBITaxon_85417,Gobius niger
NCBITaxon_40504,Lutjanus buccanella
NCBITaxon_150431,Panulirus ornatus
NCBITaxon_109272,Ambloplites
NCBITaxon_13450,Corylus
NCBITaxon_subfamily,subfamily
NCBITaxon_4511,Eleusine coracana
NCBITaxon_7934,Anguillidae
NCBITaxon_89056,Microstomus
NCBITaxon_264213,Lutjanus sanguineus
NCBITaxon_8262,Pleuronectes platessa
NCBITaxon_6685,Penaeidae
NCBITaxon_88663,Beryx splendens
NCBITaxon_3432,Laurales
NCBITaxon_30874,Sillaginidae
NCBITaxon_72100,Sebastes rufus
NCBITaxon_58666,Ensis directus
NCBITaxon_4285,Cornus mas
NCBITaxon_72076,Sebastes flavidus
NCBITaxon_303935,Carcharhinus perezii
NCBITaxon_9726,Delphinidae
NCBITaxon_29962,Grapsoidea
NCBITaxon_6703,Pandalus borealis
NCBITaxon_72092,Sebastes ovalis
NCBITaxon_183653,Peprilus triacanthus
NCBITaxon_387743,Dendrocalamus asper
NCBITaxon_283034,Sander canadensis
NCBITaxon_91835,fabids
NCBITaxon_4200,Caprifoliaceae
NCBITaxon_9103,Meleagris gallopavo
NCBITaxon_8166,Perca
NCBITaxon_1699513,Myrtoideae
NCBITaxon_5204,Basidiomycota
NCBITaxon_59237,Arcticidae
NCBITaxon_426484,Mugil liza
NCBITaxon_190544,Vaccinium ovalifolium
NCBITaxon_1804623,Chenopodiaceae
NCBITaxon_58486,Genipa americana
NCBITaxon_224717,Anchoa
NCBITaxon_334912,Polyprion oxygeneios
NCBITaxon_8231,Sarda chiliensis
NCBITaxon_87784,Atherina
NCBITaxon_58880,Phyllanthus <angiosperm>
NCBITaxon_224706,Brevoortia
NCBITaxon_3555,Beta vulgaris subsp. vulgaris
NCBITaxon_65351,Lepidium campestre
NCBITaxon_57983,Isurus oxyrinchus
NCBITaxon_6448,Gastropoda
NCBITaxon_21571,Boraginaceae
NCBITaxon_8169,Sparidae
NCBITaxon_40503,Lutjanus griseus
NCBITaxon_4731,Typhaceae
NCBITaxon_8284,Squalius cephalus
NCBITaxon_443809,Rhombosolea
NCBITaxon_103355,Vitis labrusca
NCBITaxon_43873,Zygophyllaceae
NCBITaxon_3744,Rosales
NCBITaxon_30996,Schilbeidae
NCBITaxon_477288,Bassanago bulbiceps
NCBITaxon_50225,Taraxacum officinale
NCBITaxon_64107,Zeus
NCBITaxon_25641,Aloe
NCBITaxon_74635,Rosa canina
NCBITaxon_53873,Dipteryx odorata
NCBITaxon_3654,Citrullus lanatus
NCBITaxon_4581,Bambusa
NCBITaxon_2886,Laminariales
NCBITaxon_8072,Lophius
NCBITaxon_349651,Brama brama
NCBITaxon_121164,Pelophylax
NCBITaxon_43908,Guarea
NCBITaxon_3493,Ficus <angiosperm>
NCBITaxon_206137,Pinguipedidae
NCBITaxon_7777,Chondrichthyes
NCBITaxon_282414,Squaliformes
NCBITaxon_49986,Satureja
NCBITaxon_3688,Salicaceae
NCBITaxon_102976,Euphausia pacifica
NCBITaxon_6451,Haliotidae
NCBITaxon_6604,Mya arenaria
NCBITaxon_155124,Aspalathus linearis
NCBITaxon_123369,Euacanthomorphacea
NCBITaxon_43062,Engraulidae
NCBITaxon_23207,Prunus serotina
NCBITaxon_135776,Sillaginodes punctatus
NCBITaxon_177219,Coenobitidae
NCBITaxon_7810,Carcharhinus porosus
NCBITaxon_4055,Gentianales
NCBITaxon_8092,Cottidae
NCBITaxon_46259,Morone chrysops
NCBITaxon_90071,Buglossidium luteum
NCBITaxon_30917,Polynemidae
NCBITaxon_7959,Ctenopharyngodon idella
NCBITaxon_28930,Fagus sylvatica
NCBITaxon_98813,Dentex gibbosus
NCBITaxon_13580,Katsuwonus
NCBITaxon_99346,Scomberomorus sierra
NCBITaxon_224711,Opisthonema oglinum
NCBITaxon_880343,Peprilus paru
NCBITaxon_334977,Scorpaena cardinalis
NCBITaxon_13396,Carcharodon
NCBITaxon_7952,Cypriniformes
NCBITaxon_87759,Sarpa salpa
NCBITaxon_215351,Brama
NCBITaxon_9780,Elephantidae
NCBITaxon_225388,Aplodinotus
NCBITaxon_8101,Cyclopteridae
NCBITaxon_282294,Mesodesmatidae
NCBITaxon_41447,Seriola dumerili
NCBITaxon_1003877,Benincaseae
NCBITaxon_546497,Allium ampeloprasum var. babingtonii
NCBITaxon_3743,Synsepalum dulcificum
NCBITaxon_85232,Morus nigra
NCBITaxon_184585,Engraulis encrasicolus
NCBITaxon_8204,Anarhichas lupus
NCBITaxon_194251,Artocarpus altilis
NCBITaxon_173042,Leucoraja ocellata
NCBITaxon_146480,Ammodytes marinus
NCBITaxon_307031,Crangon franciscorum
NCBITaxon_6650,Polyplacophora
NCBITaxon_106175,Microstomus kitt
NCBITaxon_8240,Thunnus maccoyii
NCBITaxon_8407,Rana temporaria
NCBITaxon_9740,Phocoenidae
NCBITaxon_9947,Tragelaphus imberbis
NCBITaxon_195623,Lepidopsetta bilineata
NCBITaxon_129061,Scomberesox saurus
NCBITaxon_197794,Plantago arenaria
NCBITaxon_134997,Panopea abrupta
NCBITaxon_6626,Ommastrephidae
NCBITaxon_319752,Allocyttus folletti
NCBITaxon_103373,Hoplobatrachus tigerinus
NCBITaxon_3623,Actinidiaceae
NCBITaxon_153620,Epinephelus morio
NCBITaxon_472403,Allium canadense
NCBITaxon_56866,Luffa acutangula
NCBITaxon_156152,Plantaginaceae
NCBITaxon_3746,Fragaria
NCBITaxon_109171,Pachyrhizus erosus
NCBITaxon_156092,Eriphia sebana
NCBITaxon_65125,Scophthalmus rhombus
NCBITaxon_13575,Istiophorus platypterus
NCBITaxon_4550,Secale cereale
NCBITaxon_3669,Luffa
NCBITaxon_281464,Plecoglossus altivelis altivelis
NCBITaxon_218798,Scomberomorus commerson
NCBITaxon_553066,Oregoniidae
NCBITaxon_334896,Monodactylus argenteus
NCBITaxon_7869,Chimaeridae
NCBITaxon_195310,Manta birostris
NCBITaxon_215352,Brama japonica
NCBITaxon_family,family
NCBITaxon_670798,Benthophilinae
NCBITaxon_221251,Chrysophyllum cainito
NCBITaxon_648071,Oncorhynchus chrysogaster
NCBITaxon_4012,Rhus
NCBITaxon_6565,Crassostrea virginica
NCBITaxon_171249,Citrus limonia
NCBITaxon_8023,Oncorhynchus nerka
NCBITaxon_45204,Gobius
NCBITaxon_161924,Fenneropenaeus penicillatus
NCBITaxon_9479,Platyrrhini
NCBITaxon_128608,Cinnamomum verum
NCBITaxon_6630,Nototodarus
NCBITaxon_89151,Musa x paradisiaca
NCBITaxon_75099,Rubus ulmifolius
NCBITaxon_294744,Patinopecten caurinus
NCBITaxon_1489928,Labriformes
NCBITaxon_40500,Lutjanus vivanus
NCBITaxon_139456,Fenneropenaeus chinensis
NCBITaxon_82407,Grewia
NCBITaxon_30558,Balaenidae
NCBITaxon_8186,Lates
NCBITaxon_9653,Procyon
NCBITaxon_245205,Averrhoa bilimbi
NCBITaxon_81636,Micromesistius poutassou
NCBITaxon_1489931,Spariformes
NCBITaxon_36181,Coregonus artedi
NCBITaxon_39476,Muricidae
NCBITaxon_41697,Sardinops melanostictus
NCBITaxon_76072,Exocoetidae
NCBITaxon_3502,Fagales
NCBITaxon_403101,Carissa macrocarpa
NCBITaxon_9870,Rangifer tarandus
NCBITaxon_4642,Zingiberaceae
NCBITaxon_248137,Scomberomorus munroi
NCBITaxon_396786,Lutjanus gibbus
NCBITaxon_27774,Triglidae
NCBITaxon_4265,Cynara cardunculus
NCBITaxon_6535,Helix aspersa
NCBITaxon_169746,Borasseae
NCBITaxon_163111,Molva
NCBITaxon_8495,Alligator
NCBITaxon_1204434,Brassica ruvo
NCBITaxon_8057,Merlangius
NCBITaxon_443752,Bidyanus bidyanus
NCBITaxon_110835,Eragrostis tef
NCBITaxon_223888,Leucoraja naevus
NCBITaxon_9761,Mysticeti
NCBITaxon_6778,Xanthoidea
NCBITaxon_1489906,Istiophoriformes
NCBITaxon_864893,Menippidae
NCBITaxon_30988,Anoplopomatidae
NCBITaxon_3860,Lathyrus sativus
NCBITaxon_30459,Strigidae
NCBITaxon_22063,Monimiaceae
NCBITaxon_7746,Petromyzontidae
NCBITaxon_4201,Sambucus
NCBITaxon_8906,Charadriiformes
NCBITaxon_7915,Lepisosteidae
NCBITaxon_3620,Rheum
NCBITaxon_430081,Aulopus filamentosus
NCBITaxon_8500,Crocodylus
NCBITaxon_458545,Acanthistius brasilianus
NCBITaxon_30483,Carcharhiniformes
NCBITaxon_3564,Amaranthus
NCBITaxon_1005905,Solenocera membranacea
NCBITaxon_72098,Sebastes ruberrimus
NCBITaxon_6687,Penaeus monodon
NCBITaxon_320393,Cynoscion parvipinnis
NCBITaxon_67555,Rhinichthys
NCBITaxon_66703,Barbatia cancellaria
NCBITaxon_591258,Nemapteryx nenga
NCBITaxon_39109,Sphoeroides
NCBITaxon_397937,Chionoecetes angulatus
NCBITaxon_55710,Cerastoderma edule
NCBITaxon_3346,Pinus pinea
NCBITaxon_64463,Sicyoniidae
NCBITaxon_4429,Nelumbonaceae
NCBITaxon_205478,Pachyrhizus ahipa
NCBITaxon_42043,Silene vulgaris
NCBITaxon_1010633,Digitaria exilis
NCBITaxon_146139,Selar
NCBITaxon_245700,Allocyttus verrucosus
NCBITaxon_4042,Petroselinum
NCBITaxon_3760,Prunus persica
NCBITaxon_8041,Hucho
NCBITaxon_95461,Jasus edwardsii
NCBITaxon_superphylum,superphylum
NCBITaxon_1459830,Hoplunnis macrura
NCBITaxon_3487,Moraceae
NCBITaxon_119195,Galeoidea
NCBITaxon_5230,Auricularia
NCBITaxon_129037,Belone belone
NCBITaxon_9789,Equus
NCBITaxon_8045,Gadidae
NCBITaxon_71410,Farfantepenaeus brasiliensis
NCBITaxon_3568,Caryophyllaceae
NCBITaxon_145123,Cantareus apertus
NCBITaxon_147380,Oryzeae
NCBITaxon_521024,Etrumeus whiteheadi
NCBITaxon_172268,Argyrosomus
NCBITaxon_9072,Phasianinae
NCBITaxon_71411,Melicertus kerathurus
NCBITaxon_273748,Paralithodes platypus
NCBITaxon_163117,Raniceps raninus
NCBITaxon_129068,Strongylura marina
NCBITaxon_4006,Linum usitatissimum
NCBITaxon_55139,Squatiniformes
NCBITaxon_3710,Brassica nigra
NCBITaxon_37052,Ardenna grisea
NCBITaxon_133204,Prunus virginiana
NCBITaxon_36606,Cormus domestica
NCBITaxon_1092587,mammal environmental sample
NCBITaxon_8399,Rana <genus>
NCBITaxon_84683,Solenoceridae
NCBITaxon_163112,Molva molva
NCBITaxon_9963,Caprinae
NCBITaxon_376657,Mustelus schmitti
NCBITaxon_115430,Upeneus
NCBITaxon_4414,Euryale ferox
NCBITaxon_57918,Fragaria vesca
NCBITaxon_136690,Galatheidae
NCBITaxon_genus,genus
NCBITaxon_319755,Ophidion scrippsae
NCBITaxon_4180,Pedaliaceae
NCBITaxon_123731,Belonoidei
NCBITaxon_274795,Serraninae
NCBITaxon_55581,Dioscorea trifida
NCBITaxon_180766,Vaccinium parvifolium
NCBITaxon_8798,Struthioniformes
NCBITaxon_175226,Ribes glandulosum
NCBITaxon_69694,Strombidae
NCBITaxon_3747,Fragaria x ananassa
NCBITaxon_7745,Petromyzontiformes
NCBITaxon_278164,Alosa alosa
NCBITaxon_59755,Scyllaridae
NCBITaxon_359160,BOP clade
NCBITaxon_3729,Sisymbrium
NCBITaxon_6566,Pectinidae
NCBITaxon_24663,Physalis
NCBITaxon_2870,Phaeophyceae
NCBITaxon_43725,Quassia amara
NCBITaxon_205567,Solanum muricatum
NCBITaxon_123368,Acanthomorphata
